Codedinfraction;Datecreationevn;Datefermeture;DateDebutInfraction;Anneedinfraction;Moisdinfraction;Direction;Secteurlot;Numerodevenement;equipe;Heuredebut;montantDommage;InscriptionauMIP;Codemunicipal;Nombredepersonnesaudossier;Nombredevehiculesaudossier;Numerocivique;Province;Typederue2;Typederue;Rue;Rue2;Anneeenrg.Dossier;Moisenrg.Dossier;Dateenrg.Dossier;PDQ;Vehicule-annee;Vehiculecouleur1;Vehiculegenre;Province_1;Vehicule-style;Vehicule-compagnieassurance;Vehicule-marque;Vehicule-modele;Vehicule-description
Collisionmateriellede+de2000;08/07/2015;;08/07/2015;2015;7;CE29;38;LVL150708041;4;13:05:00;38;27/07/2015;65005;2;2;2159;QUE;;BOULEV;CURE-LABELLE;;2015;7;8;PDQ3;2011;;AUTO;QUE;;;SUZU;;Moyen
Collisionmateriellede2000et-;08/07/2015;16/07/2015;08/07/2015;2015;7;DH41;61;LVL150708078;2;17:25:00;61;16/07/2015;65005;3;3;0;QUE;AUTORO;BOULEV;DESLAURENTIDES;LAVALOUESTA-440;2015;7;8;PDQ6;2003;;REMO;QUE;REMOR;DESJARDINS;ARTI;;Moyen
Collisionmateriellede2000et-;08/07/2015;16/07/2015;08/07/2015;2015;7;AB17;61;LVL150708078;2;17:25:00;61;16/07/2015;65005;3;3;0;QUE;AUTORO;BOULEV;DESLAURENTIDES;LAVALOUESTA-440;2015;7;8;PDQ6;2004;;AUTO;QUE;;DESJARDINS;ford;;Moyen
Collisionmateriellede2000et-;08/07/2015;16/07/2015;08/07/2015;2015;7;CE30;61;LVL150708078;2;17:25:00;61;16/07/2015;65005;3;3;0;QUE;AUTORO;BOULEV;DESLAURENTIDES;LAVALOUESTA-440;2015;7;8;PDQ6;2009;;AUTO;QUE;;aNORTHBRIDGE;hyun;;Moyen
Collisionmateriellede2000et-;08/07/2015;10/07/2015;08/07/2015;2015;7;DH42;53;LVL150708065;2;16:50:00;53;29/07/2015;65005;3;2;544;QUE;;RUE;JUSTIN;;2015;7;8;PDQ5;2005;;CAMIO;QUE;;AttestationVLA-001;Eone;;Grand
Collisionmateriellede2000et-;08/07/2015;10/07/2015;08/07/2015;2015;7;AB18;53;LVL150708065;2;16:50:00;53;29/07/2015;65005;3;2;544;QUE;;RUE;JUSTIN;;2015;7;8;PDQ5;2010;;AUTO;QUE;;;Suzu;;Moyen
Collisionavecblesse;08/07/2015;08/07/2015;08/07/2015;2015;7;CE31;12;LVL150708068;4;17:17:00;12;11/07/2015;65005;3;2;7780;QUE;;BOULEV;LEVESQUEEST;;2015;7;8;PDQ1;2009;GRI;AUTO;QUE;;;BMW;528X;Moyen
Collisionavecblesse;08/07/2015;08/07/2015;08/07/2015;2015;7;DH43;12;LVL150708068;4;17:17:00;12;11/07/2015;65005;3;2;7780;QUE;;BOULEV;LEVESQUEEST;;2015;7;8;PDQ1;2009;NOI;CAMIO;QUE;CMNET;;GMC;SIER;Moyen
Collisionavecblesse;08/07/2015;09/07/2015;08/07/2015;2015;7;AB19;57;LVL150708008;2;07:15:00;57;09/07/2015;65005;3;2;0;QUE;AVENUE;BOULEV;SAINTE-ROSE;DELARENAISSANCE;2015;7;8;PDQ5;2012;;CAMIO;QUE;CMNET;;FORD;TRAN;Moyen
Collisionavecblesse;08/07/2015;09/07/2015;08/07/2015;2015;7;CE32;57;LVL150708008;2;07:15:00;57;09/07/2015;65005;3;2;0;QUE;AVENUE;BOULEV;SAINTE-ROSE;DELARENAISSANCE;2015;7;8;PDQ5;2013;;AUTO;QUE;;;CHEV;TRAX;Moyen
Collisionavecblesse;08/07/2015;11/07/2015;08/07/2015;2015;7;DH44;61;LVL150708064;4;;61;11/07/2015;65005;6;3;1780;QUE;;RUE;JOSEPH-PREVOST;;2015;7;8;PDQ6;2004;;CAMIO;QUE;;INTACTASSURANCE;STER;STE;Moyen
Collisionavecblesse;08/07/2015;11/07/2015;08/07/2015;2015;7;AB20;61;LVL150708064;4;;61;11/07/2015;65005;6;3;1780;QUE;;RUE;JOSEPH-PREVOST;;2015;7;8;PDQ6;2006;BLU;AUTO;QUE;;INTACTASSURANCE;CHEV;UDLA;Moyen
Collisionmateriellede+de2000;08/07/2015;10/07/2015;08/07/2015;2015;7;CE66;55;LVL150708057;5;15:42:00;55;10/07/2015;65005;2;2;0;QUE;BOULEV;BOULEV;DAGENAISOUEST;DESROSSIGNOLS;2015;7;8;PDQ5;2004;;AUTO;QUE;;LUNIQUEASSURANCE;TOYO;CAMR;Moyen
Collisionmateriellede+de2000;08/07/2015;10/07/2015;08/07/2015;2015;7;CE77;55;LVL150708057;5;15:42:00;55;10/07/2015;65005;2;2;0;QUE;BOULEV;BOULEV;DAGENAISOUEST;DESROSSIGNOLS;2015;7;8;PDQ5;2012;;AUTO;QUE;;SSQASSURANCES;FORD;MUST;Moyen
Collisionmateriellede+de2000;08/07/2015;09/07/2015;08/07/2015;2015;7;DH89;48;LVL150708009;3;07:47:00;48;09/07/2015;65005;2;1;1500;QUE;;MONTEE;CHAMPAGNE;;2015;7;8;PDQ4;2003;;AUTO;QUE;;;FORD;;Moyen
Collisionmateriellede+de2000;08/07/2015;17/07/2015;08/07/2015;2015;7;AB65;41;LVL150708034;3;13:00:00;41;21/07/2015;65005;2;2;908;QUE;;AUTORO;CHOMEDEYA-13;;2015;7;8;PDQ4;2007;;AUTO;QUE;;;niss;;Moyen
Collisionmateriellede+de2000;08/07/2015;17/07/2015;08/07/2015;2015;7;CE78;41;LVL150708034;3;13:00:00;41;21/07/2015;65005;2;2;908;QUE;;AUTORO;CHOMEDEYA-13;;2015;7;8;PDQ4;2009;;AUTO;OH;;;ford;;Moyen
Collisionmateriellede+de2000;08/07/2015;;08/07/2015;2015;7;DH90;38;LVL150708041;4;13:05:00;38;27/07/2015;65005;2;2;2159;QUE;;BOULEV;CURE-LABELLE;;2015;7;8;PDQ3;2002;;AUTO;QUE;;;MAZD;B400;Moyen
Collisionmateriellede2000et-;08/07/2015;11/07/2015;08/07/2015;2015;7;AB66;32;LVL150708094;4;21:32:00;32;29/07/2015;65005;2;1;0;QUE;AVENUE;BOULEV;CURE-LABELLE;81E;2015;7;8;PDQ3;2013;;AUTO;QUE;;LUNIQUEASSURANCE;HYUN;;Moyen
DelitdefuiteCSR;07/07/2015;10/07/2015;06/07/2015;2015;7;CE79;58;LVL150707022;;17:00:00;58;10/07/2015;65005;1;1;0;QUE;BOULEV;BOULEV;GABRIEL;DAGENAISOUEST;2015;7;7;PDQ5;;;;;;;;;
Collisionavecblesse;07/07/2015;10/07/2015;07/07/2015;2015;7;DH91;38;LVL150707056;5;16:44:00;38;10/07/2015;65005;3;1;3065;QUE;;BOULEV;LECARREFOUR;;2015;7;7;PDQ3;2003;;AUTO;QUE;;PromutuelAss.;Ford;Wind;Moyen
DelitdefuiteCSR;07/07/2015;20/07/2015;06/07/2015;2015;7;AB67;32;LVL150707049;;;32;20/07/2015;65005;1;1;410;QUE;;AVENUE;62E;;2015;7;7;PDQ3;;;;;;;;;
DelitdefuiteCSR;07/07/2015;30/07/2015;06/07/2015;2015;7;CE80;23;LVL150707054;;17:00:00;23;30/07/2015;65005;1;1;545;QUE;;RUE;DEMEGEVE;;2015;7;7;PDQ2;;;;;;;;;
Collisionmateriellede+de2000;07/07/2015;10/07/2015;07/07/2015;2015;7;DH92;47;LVL150707035;3;;47;10/07/2015;65005;2;1;1014;QUE;;AVENUE;42E;;2015;7;7;PDQ4;2006;;AUTO;QUE;;;FORD;;Moyen
Collisionmateriellede2000et-;07/07/2015;10/07/2015;07/07/2015;2015;7;AB68;38;LVL150707071;5;18:00:00;38;10/07/2015;65005;3;2;0;QUE;BOULEV;AUTORO;DESLAURENTIDESA-15;LECORBUSIER;2015;7;7;PDQ3;2009;;AUTO;QUE;;Pafco;Mits;Gran;Moyen
Collisionmateriellede2000et-;07/07/2015;10/07/2015;07/07/2015;2015;7;CE81;38;LVL150707071;5;18:00:00;38;10/07/2015;65005;3;2;0;QUE;BOULEV;AUTORO;DESLAURENTIDESA-15;LECORBUSIER;2015;7;7;PDQ3;2013;;AUTO;QUE;;RSA;Hund;Elan;Moyen
Collisionmateriellede2000et-;07/07/2015;28/07/2015;06/07/2015;2015;7;DH93;25;LVL150707020;;;25;28/07/2015;65005;3;2;0;QUE;AVENUE;BOULEV;DEBLOIS;DEGRAND-MERE;2015;7;7;PDQ2;2011;;AUTRE;QUE;;NORTHBRIDGE;nova;;Grand
Collisionmateriellede2000et-;07/07/2015;28/07/2015;06/07/2015;2015;7;AB69;25;LVL150707020;;;25;28/07/2015;65005;3;2;0;QUE;AVENUE;BOULEV;DEBLOIS;DEGRAND-MERE;2015;7;7;PDQ2;2014;;AUTO;QUE;;Wawanesa;TOYO;;Moyen
Collisionmateriellede2000et-;07/07/2015;10/07/2015;07/07/2015;2015;7;CE82;24;LVL150707026;3;;24;10/07/2015;65005;4;2;270;QUE;;BOULEV;DELACONCORDEEST;;2015;7;7;PDQ2;2008;;AUTO;QUE;;;INFI;M35;Moyen
Collisionmateriellede2000et-;07/07/2015;10/07/2015;07/07/2015;2015;7;DH94;24;LVL150707026;3;;24;10/07/2015;65005;4;2;270;QUE;;BOULEV;DELACONCORDEEST;;2015;7;7;PDQ2;2014;;CAMIO;QUE;;;KIA;SOUL;Moyen
Collisionmateriellede+de2000;07/07/2015;09/07/2015;07/07/2015;2015;7;CE101;35;LVL150707068;3;19:19:00;35;09/07/2015;65005;2;1;0;QUE;BOULEV;AUTORO;DESLAURENTIDESA-15;DELACONCORDEOUEST;2015;7;7;PDQ3;2013;;AUTO;QUE;;Promutuel;Hund;;Moyen
Collisionmateriellede+de2000;07/07/2015;28/07/2015;07/07/2015;2015;7;DH113;37;LVL150707053;;;37;28/07/2015;65005;3;2;0;QUE;AUTORO;AUTORO;DESLAURENTIDESA-15;LAVALOUESTA-440;2015;7;7;PDQ3;2002;;AUTO;QUE;;Desjardins;acur;;Moyen
Collisionmateriellede+de2000;07/07/2015;28/07/2015;07/07/2015;2015;7;AB89;37;LVL150707053;;;37;28/07/2015;65005;3;2;0;QUE;AUTORO;AUTORO;DESLAURENTIDESA-15;LAVALOUESTA-440;2015;7;7;PDQ3;2009;;AUTO;QUE;;;cadi;;Moyen
Collisionavecblesse;07/07/2015;08/07/2015;07/07/2015;2015;7;CE102;51;LVL150707012;2;;51;08/07/2015;65005;3;1;0;QUE;BOULEV;BOULEV;LECORBUSIER;SAINT-ELZEAROUEST;2015;7;7;PDQ3;2007;;AUTO;QUE;;;TOYO;;Moyen
Collisionavecblesse;07/07/2015;11/07/2015;07/07/2015;2015;7;DH114;24;LVL150707016;3;08:50:00;24;11/07/2015;65005;4;2;0;QUE;RUE;RUE;NOTRE-DAME-DE-FATIMA;DEMETZ;2015;7;7;PDQ2;2005;;AUTO;QUE;;LAPERSONNELLE;FORD;;Moyen
Collisionavecblesse;07/07/2015;11/07/2015;07/07/2015;2015;7;AB90;24;LVL150707016;3;08:50:00;24;11/07/2015;65005;4;2;0;QUE;RUE;RUE;NOTRE-DAME-DE-FATIMA;DEMETZ;2015;7;7;PDQ2;2009;;AUTO;QUE;;DESJARDINS;PONT;;Moyen
Collisionavecblesse;07/07/2015;08/07/2015;07/07/2015;2015;7;CE103;57;LVL150707058;4;;57;10/07/2015;65005;2;2;1209;QUE;;BOULEV;CURE-LABELLE;;2015;7;7;PDQ5;2008;;AUTO;QUE;;;FORD;VAN;Moyen
Collisionavecblesse;07/07/2015;08/07/2015;07/07/2015;2015;7;DH115;57;LVL150707058;4;;57;10/07/2015;65005;2;2;1209;QUE;;BOULEV;CURE-LABELLE;;2015;7;7;PDQ5;2012;;AUTO;QUE;;;HYUN;ACCE;Moyen
Collisionavecblesse;07/07/2015;11/07/2015;07/07/2015;2015;7;AB91;42;LVL150707014;2;07:10:00;42;27/07/2015;65005;2;2;435;QUE;;RUE;PRINCIPALE;;2015;7;7;PDQ4;2007;;REMO;QUE;REMOR;AVIVA;BRIM;;Moyen
Collisionavecblesse;07/07/2015;11/07/2015;07/07/2015;2015;7;CE67;42;LVL150707014;2;07:10:00;42;27/07/2015;65005;2;2;435;QUE;;RUE;PRINCIPALE;;2015;7;7;PDQ4;;;CAMIO;QUE;;AVIVA;GMC;;Moyen
DelitdefuiteCSR;07/07/2015;28/07/2015;07/07/2015;2015;7;DH79;34;LVL150707050;;;34;28/07/2015;65005;1;1;0;QUE;BOULEV;AUTORO;15;SAINT-MARTINOUEST;2015;7;7;PDQ2;;;;;;;;;
DelitdefuiteCSR;06/07/2015;10/07/2015;06/07/2015;2015;7;AB55;38;LVL150706028;3;10:00:00;38;10/07/2015;65005;2;1;3065;QUE;;BOULEV;LECARREFOUR;;2015;7;6;PDQ3;;;;;;;;;
Collisionavecblesse;06/07/2015;29/07/2015;06/07/2015;2015;7;CE68;32;LVL150706022;;;32;29/07/2015;65005;2;2;0;QUE;BOULEV;PLACE;ALTON-GOLDBLOOM;NOTRE-DAME;2015;7;6;PDQ3;2012;;AUTO;QUE;;Desjardinsassurances;DODG;;Moyen
DelitdefuiteCSR;06/07/2015;29/07/2015;06/07/2015;2015;7;DH80;38;LVL150706048;5;10:15:00;38;29/07/2015;65005;1;1;3035;QUE;;BOULEV;LECARREFOUR;;2015;7;6;PDQ3;;;;;;;;;
DelitdefuiteCSR;06/07/2015;15/07/2015;03/07/2015;2015;7;AB56;38;LVL150706024;1;14:30:00;38;15/07/2015;65005;1;1;3035;QUE;;BOULEV;LECARREFOUR;;2015;7;6;PDQ3;;;;;;;;;
DelitdefuiteCSR;06/07/2015;24/07/2015;06/07/2015;2015;7;DH70;38;LVL150706040;;11:00:00;38;24/07/2015;65005;1;1;3035;QUE;;BOULEV;LECARREFOUR;;2015;7;6;PDQ3;;;;;;;;;
DelitdefuiteCSR;06/07/2015;24/07/2015;06/07/2015;2015;7;AB46;21;LVL150706019;;;21;24/07/2015;65005;1;1;490;QUE;;AVENUE;AMPERE;;2015;7;6;PDQ2;;;;;;;;;
DelitdefuiteCSR;06/07/2015;06/07/2015;06/07/2015;2015;7;CE59;12;LVL150706042;3;11:35:00;12;06/07/2015;65005;1;1;7768;QUE;;RUE;DESCHATAIGNIERS;;2015;7;6;PDQ1;;;;;;;;;
Collisionmateriellede+de2000;06/07/2015;07/07/2015;06/07/2015;2015;7;DH71;24;LVL150706003;2;00:45:00;24;08/07/2015;65005;5;1;166;QUE;;BOULEV;DELACONCORDEEST;;2015;7;6;PDQ2;2008;;AUTO;QUE;;;JEEP;;Moyen
Collisionmateriellede2000et-;06/07/2015;29/07/2015;06/07/2015;2015;7;AB47;39;LVL150706063;5;17:10:00;39;29/07/2015;65005;2;2;0;QUE;ROUTE;ROUTE;CHOMEDEYA-13;LAVALOUESTA-440;2015;7;6;PDQ3;2005;;AUTO;QUE;;;FORD;;Moyen
Collisionmateriellede+de2000;06/07/2015;29/07/2015;06/07/2015;2015;7;CE27;35;LVL150706057;;;35;29/07/2015;65005;2;2;0;QUE;RUE;BOULEV;NOTRE-DAME;HONORE-MERCIER;2015;7;6;PDQ3;2011;;AUTO;QUE;;Aviva;TOYO;CAMR;Moyen
Collisionmateriellede+de2000;06/07/2015;29/07/2015;06/07/2015;2015;7;DH39;35;LVL150706057;;;35;29/07/2015;65005;2;2;0;QUE;RUE;BOULEV;NOTRE-DAME;HONORE-MERCIER;2015;7;6;PDQ3;2011;;AUTO;QUE;;Wawanesa;bmw;x6;Moyen
Collisionmateriellede+de2000;06/07/2015;;06/07/2015;2015;7;AB15;27;LVL150706055;5;15:25:00;27;22/07/2015;65005;4;2;0;QUE;AVENUE;BOULEV;LEVESQUEEST;BELLEVUE;2015;7;6;PDQ1;2008;;AUTO;QUE;;;TOYO;YARI;Moyen
Collisionmateriellede+de2000;06/07/2015;;06/07/2015;2015;7;CE28;27;LVL150706055;5;15:25:00;27;22/07/2015;65005;4;2;0;QUE;AVENUE;BOULEV;LEVESQUEEST;BELLEVUE;2015;7;6;PDQ1;2015;;CAMIO;QUE;;;JEEP;CHER;Moyen
Collisionavecblesse;06/07/2015;21/07/2015;06/07/2015;2015;7;DH40;51;LVL150706080;5;20:50:00;51;21/07/2015;65005;4;2;0;QUE;RUE;RUE;MICHELIN;GUILLET;2015;7;6;PDQ3;2008;;AUTO;QUE;;IndustrielleAlliance;suba;;Moyen
Collisionavecblesse;06/07/2015;21/07/2015;06/07/2015;2015;7;AB16;51;LVL150706080;5;20:50:00;51;21/07/2015;65005;4;2;0;QUE;RUE;RUE;MICHELIN;GUILLET;2015;7;6;PDQ3;2009;;AUTO;QUE;;wawanessa;mazd;;Moyen
Collisionavecblesse;06/07/2015;29/07/2015;06/07/2015;2015;7;CE29;32;LVL150706022;;;32;29/07/2015;65005;2;2;0;QUE;BOULEV;PLACE;ALTON-GOLDBLOOM;NOTRE-DAME;2015;7;6;PDQ3;2008;;AUTO;QUE;;Desjardinsassurances;FORD;;Moyen
Collisionmateriellede+de2000;05/07/2015;24/07/2015;05/07/2015;2015;7;DH41;26;LVL150705026;;;26;24/07/2015;65005;2;2;750;QUE;;BOULEV;SAINT-SYLVAIN;;2015;7;5;PDQ2;2011;;AUTO;QUE;;RBCassurances;TOYO;;Moyen
Collisionmateriellede+de2000;05/07/2015;24/07/2015;05/07/2015;2015;7;AB17;26;LVL150705026;;;26;24/07/2015;65005;2;2;750;QUE;;BOULEV;SAINT-SYLVAIN;;2015;7;5;PDQ2;2013;;AUTO;QUE;;;chev;;Moyen
Collisionavecblesse;05/07/2015;15/07/2015;05/07/2015;2015;7;CE30;33;LVL150705036;3;15:44:00;33;15/07/2015;65005;4;2;0;QUE;RUE;BOULEV;SAMSON;CARLETON;2015;7;5;PDQ3;2009;;AUTO;QUE;;;HOND;;Moyen
Collisionmateriellede+de2000;05/07/2015;13/07/2015;05/07/2015;2015;7;DH42;56;LVL150705043;5;17:20:00;56;13/07/2015;65005;3;2;258;QUE;;BOULEV;strose;;2015;7;5;PDQ5;2007;;AUTO;QUE;;Intact;Mazd;3;Moyen
Collisionavecblesse;05/07/2015;15/07/2015;05/07/2015;2015;7;AB18;33;LVL150705036;3;15:44:00;33;15/07/2015;65005;4;2;0;QUE;RUE;BOULEV;SAMSON;CARLETON;2015;7;5;PDQ3;2005;;AUTO;QUE;;ALLSTATE;DODG;;Moyen
Collisionmateriellede+de2000;05/07/2015;13/07/2015;05/07/2015;2015;7;CE31;56;LVL150705043;5;17:20:00;56;13/07/2015;65005;3;2;258;QUE;;BOULEV;strose;;2015;7;5;PDQ5;2004;;AUTO;QUE;;Belair;Mazd;3;Moyen
DelitdefuiteCSR;04/07/2015;09/07/2015;03/07/2015;2015;7;DH43;41;LVL150704066;;22:00:00;41;09/07/2015;65005;1;1;752;QUE;;RUE;PIERRE;;2015;7;4;PDQ4;;;;;;;;;
DelitdefuiteCSR;04/07/2015;24/07/2015;02/07/2015;2015;7;AB19;41;LVL150704033;;19:15:00;41;24/07/2015;65005;1;1;700;QUE;;VOIE;CHOMEDEYA-13;;2015;7;4;PDQ4;;;;;;;;;
DelitdefuiteCSR;04/07/2015;06/07/2015;04/07/2015;2015;7;CE32;53;LVL150704046;2;10:30:00;53;06/07/2015;65005;2;1;3864;QUE;;RUE;JEREMIE;;2015;7;4;PDQ5;;;;;;;;;
DelitdefuiteCSR;04/07/2015;06/07/2015;04/07/2015;2015;7;DH44;58;LVL150704021;2;;58;06/07/2015;65005;1;1;3163;QUE;;BOULEV;DAGENAISOUEST;;2015;7;4;PDQ5;;;;;;;;;
Collisionmateriellede+de2000;04/07/2015;20/07/2015;04/07/2015;2015;7;AB20;38;LVL150704045;2;13:55:00;38;20/07/2015;65005;3;2;1935;QUE;;AVENUE;ALBERT-MURPHY;;2015;7;4;PDQ3;2010;;AUTO;QUE;;RSA;HYUN;ELAN;Moyen
Collisionmateriellede2000et-;04/07/2015;06/07/2015;04/07/2015;2015;7;CE66;24;LVL150704069;3;19:53:00;24;06/07/2015;65005;2;2;1055;QUE;;BOULEV;DESLAURENTIDES;;2015;7;4;PDQ2;2007;GRI;AUTO;QUE;;;PONT;WAVE;Petit
Collisionmateriellede2000et-;04/07/2015;06/07/2015;04/07/2015;2015;7;CE77;24;LVL150704069;3;19:53:00;24;06/07/2015;65005;2;2;1055;QUE;;BOULEV;DESLAURENTIDES;;2015;7;4;PDQ2;2011;BLA;CAMIO;QUE;CMNET;;MAZD;TRIB;Moyen
Collisionmateriellede+de2000;04/07/2015;05/07/2015;04/07/2015;2015;7;DH89;35;LVL150704043;2;13:33:00;35;05/07/2015;65005;4;2;0;QUE;RUE;BOULEV;NOTRE-DAME;VINCENT-MASSEY;2015;7;4;PDQ3;2001;;AUTO;QUE;;;MERC;;Moyen
Collisionmateriellede+de2000;04/07/2015;05/07/2015;04/07/2015;2015;7;AB65;35;LVL150704043;2;13:33:00;35;05/07/2015;65005;4;2;0;QUE;RUE;BOULEV;NOTRE-DAME;VINCENT-MASSEY;2015;7;4;PDQ3;2002;;AUTO;QUE;;;DODG;;Moyen
DelitdefuiteCSR;04/07/2015;06/07/2015;04/07/2015;2015;7;CE78;52;LVL150704038;2;10:45:00;52;06/07/2015;65005;1;1;0;QUE;AUTORO;BOULEV;CURE-LABELLE;LAVALESTA-440;2015;7;4;PDQ5;;;;;;;;;
DelitdefuiteCSR;04/07/2015;15/07/2015;03/07/2015;2015;7;DH90;65;LVL150704024;2;15:00:00;65;15/07/2015;65005;1;1;2267;QUE;;BOULEV;RENE-LAENNEC;;2015;7;4;PDQ6;;;;;;;;;
Collisionavecblesse;04/07/2015;08/07/2015;04/07/2015;2015;7;AB66;61;LVL150704058;5;17:00:00;61;08/07/2015;65005;3;2;0;QUE;RUE;BOULEV;DESLAURENTIDES;DEGENEVE;2015;7;4;PDQ6;2001;;AUTO;QUE;;;DODG;;Moyen
Collisionavecblesse;04/07/2015;08/07/2015;04/07/2015;2015;7;CE79;61;LVL150704058;5;17:00:00;61;08/07/2015;65005;3;2;0;QUE;RUE;BOULEV;DESLAURENTIDES;DEGENEVE;2015;7;4;PDQ6;2005;;AUTO;QUE;;;HOND;;Moyen
Collisionavecblesse;04/07/2015;05/07/2015;04/07/2015;2015;7;DH91;33;LVL150704016;2;;33;05/07/2015;65005;3;1;4344;QUE;;BOULEV;NOTRE-DAME;;2015;7;4;PDQ3;2013;;AUTO;QUE;;;TOYO;CORO;Moyen
Collisionmateriellede+de2000;04/07/2015;29/07/2015;04/07/2015;2015;7;AB67;36;LVL150704051;2;15:35:00;36;29/07/2015;65005;3;2;1117;QUE;;RUE;TOURIGNY;;2015;7;4;PDQ3;2013;;AUTO;QUE;;Allstate;HYUN;sant;Moyen
Collisionmateriellede+de2000;04/07/2015;29/07/2015;04/07/2015;2015;7;CE80;36;LVL150704051;2;15:35:00;36;29/07/2015;65005;3;2;1117;QUE;;RUE;TOURIGNY;;2015;7;4;PDQ3;2015;;AUTO;QUE;;;niss;micr;Moyen
Collisionmateriellede+de2000;04/07/2015;20/07/2015;04/07/2015;2015;7;DH92;38;LVL150704045;2;13:55:00;38;20/07/2015;65005;3;2;1935;QUE;;AVENUE;ALBERT-MURPHY;;2015;7;4;PDQ3;2009;;AUTO;QUE;;Intact;TOYO;CORO;Moyen
DelitdefuiteCSR;03/07/2015;10/07/2015;02/07/2015;2015;7;AB68;53;LVL150703057;4;23:00:00;53;10/07/2015;65005;1;1;3200;QUE;;RUE;ELIANE;;2015;7;3;PDQ5;;;;;;;;;
Collisionmateriellede+de2000;03/07/2015;29/07/2015;03/07/2015;2015;7;CE81;36;LVL150703089;;;36;29/07/2015;65005;3;2;4031;QUE;;RUE;MACKENZIE;;2015;7;3;PDQ3;2014;;AUTO;QUE;;INDUSTRIELLEALLIANCE;niss;;Moyen
Collisionmateriellede2000et-;03/07/2015;06/07/2015;03/07/2015;2015;7;DH93;57;LVL150703050;3;13:20:00;57;06/07/2015;65005;3;2;655;QUE;;BOULEV;CURE-LABELLE;;2015;7;3;PDQ5;2012;;CAMIO;QUE;TRACT;CieZirichass.;FREI;;Grand
Collisionmateriellede+de2000;03/07/2015;07/07/2015;03/07/2015;2015;7;AB69;37;LVL150703030;4;10:30:00;37;08/07/2015;65005;4;3;0;QUE;BOULEV;BOULEV;LECORBUSIER;SAINT-MARTINOUEST;2015;7;3;PDQ3;2009;;AUTO;QUE;;INTACT;mazd;;Moyen
Collisionmateriellede+de2000;03/07/2015;07/07/2015;03/07/2015;2015;7;CE82;37;LVL150703030;4;10:30:00;37;08/07/2015;65005;4;3;0;QUE;BOULEV;BOULEV;LECORBUSIER;SAINT-MARTINOUEST;2015;7;3;PDQ3;2011;;AUTRE;QUE;;NORTHBRIDGE;CANT;;Moyen
Collisionmateriellede+de2000;03/07/2015;07/07/2015;03/07/2015;2015;7;DH94;37;LVL150703030;4;10:30:00;37;08/07/2015;65005;4;3;0;QUE;BOULEV;BOULEV;LECORBUSIER;SAINT-MARTINOUEST;2015;7;3;PDQ3;2015;;CAMIO;QUE;;NORTHBRIDGE;FORD;;Grand
DelitdefuiteCSR;03/07/2015;10/07/2015;01/07/2015;2015;7;AB107;53;LVL150703054;3;12:00:00;53;10/07/2015;65005;1;1;0;QUE;RUE;RUE;EDITH;HUGUETTE;2015;7;3;PDQ5;;;;;;;;;
Collisionavecblesse;03/07/2015;;03/07/2015;2015;7;CE120;67;LVL150703087;1;20:17:00;67;14/07/2015;65005;6;2;370;QUE;;RUE;PAPILLON;;2015;7;3;PDQ6;2005;;AUTO;QUE;;desjardins;linc;l5;Moyen
Collisionavecblesse;03/07/2015;;03/07/2015;2015;7;DH132;67;LVL150703087;1;20:17:00;67;14/07/2015;65005;6;2;370;QUE;;RUE;PAPILLON;;2015;7;3;PDQ6;2007;;CAMIO;QUE;;SSQ;GMC;;Moyen
Collisionavecblesse;03/07/2015;24/07/2015;03/07/2015;2015;7;AB108;21;LVL150703067;;16:05:00;21;24/07/2015;65005;3;1;0;QUE;RUE;BOULEV;CARTIEROUEST;15E;2015;7;3;PDQ2;2014;;AUTO;QUE;;SSQ;DODG;;Moyen
Collisionavecblesse;03/07/2015;30/07/2015;03/07/2015;2015;7;CE121;25;LVL150703052;;;25;30/07/2015;65005;3;2;0;QUE;RUE;RUE;AURIOL;CHAMPFLEURY;2015;7;3;PDQ2;2015;;AUTO;QUE;;;volk;tigu;Moyen
Collisionavecblesse;03/07/2015;30/07/2015;03/07/2015;2015;7;DH133;25;LVL150703052;;;25;30/07/2015;65005;3;2;0;QUE;RUE;RUE;AURIOL;CHAMPFLEURY;2015;7;3;PDQ2;;;AUTRE;QUE;;;velo;;Petit
Collisionavecblesse;03/07/2015;24/07/2015;03/07/2015;2015;7;AB109;34;LVL150703072;;17:10:00;34;24/07/2015;65005;3;2;1605;QUE;;BOULEV;LECORBUSIER;;2015;7;3;PDQ2;2010;;AUTO;QUE;;INTACT;TOYO;;Moyen
Collisionavecblesse;03/07/2015;24/07/2015;03/07/2015;2015;7;CE122;34;LVL150703072;;17:10:00;34;24/07/2015;65005;3;2;1605;QUE;;BOULEV;LECORBUSIER;;2015;7;3;PDQ2;2014;;AUTO;QUE;;;niss;;Moyen
ollisionavecblesse;03/07/2015;03/07/2015;03/07/2015;2015;7;DH134;63;LVL150703049;4;13:24:00;63;03/07/2015;65005;3;2;0;QUE;BOULEV;VOIE;PAPINEAUA-19;DESGRANDS-MAITRES;2015;7;3;PDQ6;2004;;AUTO;QUE;;;NISS;;Moyen
Collisionavecblesse;03/07/2015;03/07/2015;03/07/2015;2015;7;AB110;63;LVL150703049;4;13:24:00;63;03/07/2015;65005;3;2;0;QUE;BOULEV;VOIE;PAPINEAUA-19;DESGRANDS-MAITRES;2015;7;3;PDQ6;2008;;AUTO;QUE;;;HOND;;Moyen
